File_DB,Language,Corpus,Code,Age(Month),Sex,Group,Race,SES,Role,Education,Custom_field,Design,Activity,Group...7,Total_Utts,MLU_Utts,MLU_Words,MLU_Morphemes,MLU50_Utts,MLU50_Words,MLU50_Morphemes,FREQ_types,FREQ_tokens,NDW_100,VOCD_D_optimum_average,Verbs_Utt,Word_Errors,Utt_Errors,retracing,repetition,DSS_Utts,DSS,IPSyn_Utts,IPSyn_Total,mor_Words,*-PRESP,in,on,*-PL,*-POSS,u-cop,det:art,*-PAST,*-3S,irr-3S,u-aux,c-cop,c-aux,Total_non_zero_mors,participants,Stat
NA,eng,SALT Bilingual English Narrative retell-- FWAY,NA,7;0 to 7;6,NA,TD,NA,NA,NA,NA,NA,NA,Bilingual English Narrative retell-- FWAY,NA,78,73,8.93,9.52,NA,NA,NA,142,523,NA,NA,1.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,469,Max
NA,eng,SALT Bilingual English Narrative retell-- FWAY,NA,7;0 to 7;6,NA,TD,NA,NA,NA,NA,NA,NA,Bilingual English Narrative retell-- FWAY,NA,9.74,11.01,0.88,0.94,NA,NA,NA,23.42,84.09,NA,NA,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,469,SD
NA,eng,SALT Bilingual English Narrative retell-- FWAY,NA,8;6 to 9;0,NA,TD,NA,NA,NA,NA,NA,NA,Bilingual English Narrative retell-- FWAY,NA,42.77,40.22,7.02,7.51,NA,NA,NA,92.54,283.34,NA,NA,1.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151,Mean
NA,eng,SALT Bilingual English Narrative retell-- FWAY,NA,8;6 to 9;0,NA,TD,NA,NA,NA,NA,NA,NA,Bilingual English Narrative retell-- FWAY,NA,11,6,4.72,5,NA,NA,NA,23,34,NA,NA,0.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151,Min
NA,eng,SALT Bilingual English Narrative retell-- FWAY,NA,8;6 to 9;0,NA,TD,NA,NA,NA,NA,NA,NA,Bilingual English Narrative retell-- FWAY,NA,90,89,10.26,11.11,NA,NA,NA,164,584,NA,NA,1.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151,Max
NA,eng,SALT Bilingual English Narrative retell-- FWAY,NA,8;6 to 9;0,NA,TD,NA,NA,NA,NA,NA,NA,Bilingual English Narrative retell-- FWAY,NA,11.63,12.38,0.92,1.03,NA,NA,NA,26.88,95.07,NA,NA,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151,SD
NA,eng,SALT Bilingual English Narrative retell-- FWAY,NA,8;0 to 8;6,NA,TD,NA,NA,NA,NA,NA,NA,Bilingual English Narrative retell-- FWAY,NA,41.87,37.7,6.8,7.23,NA,NA,NA,83.12,258.54,NA,NA,1.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,292,Mean
NA,eng,SALT Bilingual English Narrative retell-- FWAY,NA,8;0 to 8;6,NA,TD,NA,NA,NA,NA,NA,NA,Bilingual English Narrative retell-- FWAY,NA,16,9,2.5,2.5,NA,NA,NA,11,30,NA,NA,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,292,Min
NA,eng,SALT Bilingual English Narrative retell-- FWAY,NA,8;0 to 8;6,NA,TD,NA,NA,NA,NA,NA,NA,Bilingual English Narrative retell-- FWAY,NA,109,96,9.13,9.83,NA,NA,NA,159,622,NA,NA,1.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,292,Max
NA,eng,SALT Bilingual English Narrative retell-- FWAY,NA,8;0 to 8;6,NA,TD,NA,NA,NA,NA,NA,NA,Bilingual English Narrative retell-- FWAY,NA,11.28,11.9,0.9,0.98,NA,NA,NA,25.88,90.8,NA,NA,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,292,SD
NA,eng,SALT Bilingual English Narrative retell-- FWAY,NA,9;0 to 9;6,NA,TD,NA,NA,NA,NA,NA,NA,Bilingual English Narrative retell-- FWAY,NA,45.09,43.04,7.11,7.62,NA,NA,NA,99.91,306.8,NA,NA,1.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,Mean
NA,eng,SALT Bilingual English Narrative retell-- FWAY,NA,9;0 to 9;6,NA,TD,NA,NA,NA,NA,NA,NA,Bilingual English Narrative retell-- FWAY,NA,8,5,4.48,4.52,NA,NA,NA,19,33,NA,NA,0.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,Min
NA,eng,SALT Bilingual English Narrative retell-- FWAY,NA,9;0 to 9;6,NA,TD,NA,NA,NA,NA,NA,NA,Bilingual English Narrative retell-- FWAY,NA,90,89,10.71,11.5,NA,NA,NA,201,557,NA,NA,1.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,Max
NA,eng,SALT Bilingual English Narrative retell-- FWAY,NA,9;0 to 9;6,NA,TD,NA,NA,NA,NA,NA,NA,Bilingual English Narrative retell-- FWAY,NA,12.3,12.66,0.97,1.09,NA,NA,NA,28.31,94.75,NA,NA,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,SD
NA,eng,SALT Bilingual English Narrative retell-- FWAY,NA,9;6 to 9;9,NA,TD,NA,NA,NA,NA,NA,NA,Bilingual English Narrative retell-- FWAY,NA,40.06,38.31,7.04,7.53,NA,NA,NA,90.13,271.56,NA,NA,1.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,Mean
NA,eng,SALT Bilingual English Narrative retell-- FWAY,NA,9;6 to 9;9,NA,TD,NA,NA,NA,NA,NA,NA,Bilingual English Narrative retell-- FWAY,NA,26,24,4.48,4.52,NA,NA,NA,35,112,NA,NA,0.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,Min
NA,eng,SALT Bilingual English Narrative retell-- FWAY,NA,9;6 to 9;9,NA,TD,NA,NA,NA,NA,NA,NA,Bilingual English Narrative retell-- FWAY,NA,58,58,9.4,10.17,NA,NA,NA,142,430,NA,NA,1.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,Max
NA,eng,SALT Bilingual English Narrative retell-- FWAY,NA,9;6 to 9;9,NA,TD,NA,NA,NA,NA,NA,NA,Bilingual English Narrative retell-- FWAY,NA,8.12,8.29,1,1.12,NA,NA,NA,21.75,76.96,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,SD
NA,eng,SALT Bilingual English Unique Story,NA,5;6 to 6;0,NA,TD,NA,NA,NA,NA,NA,NA,Bilingual Narrative Unique Story,NA,35.54,29.35,5.93,6.22,NA,NA,NA,50.45,181.95,NA,NA,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,Mean
NA,eng,SALT Bilingual English Unique Story,NA,5;6 to 6;0,NA,TD,NA,NA,NA,NA,NA,NA,Bilingual Narrative Unique Story,NA,12,3,2,2.4,NA,NA,NA,8,12,NA,NA,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,Min
NA,eng,SALT Bilingual English Unique Story,NA,5;6 to 6;0,NA,TD,NA,NA,NA,NA,NA,NA,Bilingual Narrative Unique Story,NA,98,77,8.96,9.48,NA,NA,NA,102,467,NA,NA,1.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,Max
NA,eng,SALT Bilingual English Unique Story,NA,5;6 to 6;0,NA,TD,NA,NA,NA,NA,NA,NA,Bilingual Narrative Unique Story,NA,16.4,15.94,1.38,1.41,NA,NA,NA,21.89,111.85,NA,NA,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,SD
NA,eng,SALT Bilingual English Unique Story,NA,5;6 to 6;0,NA,TD,NA,NA,NA,NA,NA,NA,Bilingual Narrative Unique Story,NA,35.54,29.35,5.93,6.22,NA,NA,NA,50.45,181.95,NA,NA,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,Mean
NA,eng,SALT Bilingual English Unique Story,NA,5;6 to 6;0,NA,TD,NA,NA,NA,NA,NA,NA,Bilingual Narrative Unique Story,NA,12,3,2,2.4,NA,NA,NA,8,12,NA,NA,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,Min
NA,eng,SALT Bilingual English Unique Story,NA,5;6 to 6;0,NA,TD,NA,NA,NA,NA,NA,NA,Bilingual Narrative Unique Story,NA,98,77,8.96,9.48,NA,NA,NA,102,467,NA,NA,1.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,Max
NA,eng,SALT Bilingual English Unique Story,NA,5;6 to 6;0,NA,TD,NA,NA,NA,NA,NA,NA,Bilingual Narrative Unique Story,NA,16.4,15.94,1.38,1.41,NA,NA,NA,21.89,111.85,NA,NA,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,SD
NA,eng,SALT Bilingual English Unique Story,NA,6;6 to 7;0,NA,TD,NA,NA,NA,NA,NA,NA,Bilingual Narrative Unique Story,NA,35.41,31.73,6.6,6.91,NA,NA,NA,59.03,209.42,NA,NA,1.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,Mean
NA,eng,SALT Bilingual English Unique Story,NA,6;6 to 7;0,NA,TD,NA,NA,NA,NA,NA,NA,Bilingual Narrative Unique Story,NA,15,12,4.19,4.6,NA,NA,NA,20,63,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,Min
NA,eng,SALT Bilingual English Unique Story,NA,6;6 to 7;0,NA,TD,NA,NA,NA,NA,NA,NA,Bilingual Narrative Unique Story,NA,90,82,9.08,9.19,NA,NA,NA,122,489,NA,NA,1.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,Max
NA,eng,SALT Bilingual English Unique Story,NA,6;6 to 7;0,NA,TD,NA,NA,NA,NA,NA,NA,Bilingual Narrative Unique Story,NA,13.36,12.7,1.01,1.05,NA,NA,NA,19.11,83.55,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,SD
NA,eng,SALT Bilingual English Unique Story,NA,6;0 to 6;6,NA,TD,NA,NA,NA,NA,NA,NA,Bilingual Narrative Unique Story,NA,34.72,29.53,6.25,6.53,NA,NA,NA,54.49,189.47,NA,NA,1.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,Mean
NA,eng,SALT Bilingual English Unique Story,NA,6;0 to 6;6,NA,TD,NA,NA,NA,NA,NA,NA,Bilingual Narrative Unique Story,NA,14,7,3.68,3.94,NA,NA,NA,14,30,NA,NA,0.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,Min
NA,eng,SALT Bilingual English Unique Story,NA,6;0 to 6;6,NA,TD,NA,NA,NA,NA,NA,NA,Bilingual Narrative Unique Story,NA,83,75,9.08,9.08,NA,NA,NA,102,584,NA,NA,1.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,Max
NA,eng,SALT Bilingual English Unique Story,NA,6;0 to 6;6,NA,TD,NA,NA,NA,NA,NA,NA,Bilingual Narrative Unique Story,NA,13.09,13.29,1.08,1.11,NA,NA,NA,19.09,100.63,NA,NA,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,SD
NA,eng,SALT Bilingual English Unique Story,NA,7;6 to 8;0,NA,TD,NA,NA,NA,NA,NA,NA,Bilingual Narrative Unique Story,NA,40.38,38.67,6.89,7.27,NA,NA,NA,73.3,264.78,NA,NA,1.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,Mean
NA,eng,SALT Bilingual English Unique Story,NA,7;6 to 8;0,NA,TD,NA,NA,NA,NA,NA,NA,Bilingual Narrative Unique Story,NA,13,6,4.4,4.6,NA,NA,NA,16,38,NA,NA,0.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,Min
NA,eng,SALT Bilingual English Unique Story,NA,7;6 to 8;0,NA,TD,NA,NA,NA,NA,NA,NA,Bilingual Narrative Unique Story,NA,88,81,9.1,9.57,NA,NA,NA,129,533,NA,NA,1.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,Max
NA,eng,SALT Bilingual English Unique Story,NA,7;6 to 8;0,NA,TD,NA,NA,NA,NA,NA,NA,Bilingual Narrative Unique Story,NA,16.37,15.82,0.91,0.96,NA,NA,NA,21.57,108.2,NA,NA,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,SD
NA,eng,SALT Bilingual English Unique Story,NA,7;0 to 7;6,NA,TD,NA,NA,NA,NA,NA,NA,Bilingual Narrative Unique Story,NA,36.25,32.52,6.47,6.81,NA,NA,NA,61.94,213.37,NA,NA,1.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,Mean
NA,eng,SALT Bilingual English Unique Story,NA,7;0 to 7;6,NA,TD,NA,NA,NA,NA,NA,NA,Bilingual Narrative Unique Story,NA,13,6,3.47,3.67,NA,NA,NA,16,38,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,Min
NA,eng,SALT Bilingual English Unique Story,NA,7;0 to 7;6,NA,TD,NA,NA,NA,NA,NA,NA,Bilingual Narrative Unique Story,NA,64,63,8.58,9,NA,NA,NA,101,398,NA,NA,1.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,Max
NA,eng,SALT Bilingual English Unique Story,NA,7;0 to 7;6,NA,TD,NA,NA,NA,NA,NA,NA,Bilingual Narrative Unique Story,NA,10.86,11.62,0.83,0.89,NA,NA,NA,20.4,85.66,NA,NA,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,SD
NA,eng,SALT Bilingual English Unique Story,NA,8;6 to 9;0,NA,TD,NA,NA,NA,NA,NA,NA,Bilingual Narrative Unique Story,NA,38.28,36.75,7.16,7.55,NA,NA,NA,75.85,264.19,NA,NA,1.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,Mean
NA,eng,SALT Bilingual English Unique Story,NA,8;6 to 9;0,NA,TD,NA,NA,NA,NA,NA,NA,Bilingual Narrative Unique Story,NA,20,19,5.43,5.7,NA,NA,NA,41,134,NA,NA,0.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,Min
NA,eng,SALT Bilingual English Unique Story,NA,8;6 to 9;0,NA,TD,NA,NA,NA,NA,NA,NA,Bilingual Narrative Unique Story,NA,107,102,9.41,9.86,NA,NA,NA,151,602,NA,NA,1.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,Max
NA,eng,SALT Bilingual English Unique Story,NA,8;6 to 9;0,NA,TD,NA,NA,NA,NA,NA,NA,Bilingual Narrative Unique Story,NA,14.35,14.11,1.05,1.13,NA,NA,NA,22.98,105.82,NA,NA,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,SD
NA,eng,SALT Bilingual English Unique Story,NA,8;0 to 8;6,NA,TD,NA,NA,NA,NA,NA,NA,Bilingual Narrative Unique Story,NA,38.31,36.48,6.96,7.34,NA,NA,NA,72.5,256.44,NA,NA,1.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,Mean
NA,eng,SALT Bilingual English Unique Story,NA,8;0 to 8;6,NA,TD,NA,NA,NA,NA,NA,NA,Bilingual Narrative Unique Story,NA,21,12,5.22,5.47,NA,NA,NA,25,72,NA,NA,0.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,Min
NA,eng,SALT Bilingual English Unique Story,NA,8;0 to 8;6,NA,TD,NA,NA,NA,NA,NA,NA,Bilingual Narrative Unique Story,NA,77,76,9.74,10.12,NA,NA,NA,128,522,NA,NA,1.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,Max
NA,eng,SALT Bilingual English Unique Story,NA,8;0 to 8;6,NA,TD,NA,NA,NA,NA,NA,NA,Bilingual Narrative Unique Story,NA,12.47,12.78,0.96,1.01,NA,NA,NA,20.46,102.22,NA,NA,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,SD
NA,eng,SALT Bilingual English Unique Story,NA,9;0 to 9;7,NA,TD,NA,NA,NA,NA,NA,NA,Bilingual Narrative Unique Story,NA,43.83,42.34,7.41,7.8,NA,NA,NA,81.86,314.21,NA,NA,1.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,Mean
NA,eng,SALT Bilingual English Unique Story,NA,9;0 to 9;7,NA,TD,NA,NA,NA,NA,NA,NA,Bilingual Narrative Unique Story,NA,24,24,5.74,6.16,NA,NA,NA,31,160,NA,NA,0.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,Min
NA,eng,SALT Bilingual English Unique Story,NA,9;0 to 9;7,NA,TD,NA,NA,NA,NA,NA,NA,Bilingual Narrative Unique Story,NA,85,83,9.24,9.7,NA,NA,NA,143,702,NA,NA,1.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,Max
NA,eng,SALT Bilingual English Unique Story,NA,9;0 to 9;7,NA,TD,NA,NA,NA,NA,NA,NA,Bilingual Narrative Unique Story,NA,15.89,15.86,0.98,1,NA,NA,NA,26.54,124.4,NA,NA,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,SD
NA,eng,SALT AU-USA Persuasion,NA,12;10 to 13;11,NA,TD,NA,NA,NA,NA,NA,NA,Persuasion,NA,21.04,19.68,15.22,16.82,NA,NA,NA,119.36,286.21,NA,NA,2.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,Mean
NA,eng,SALT AU-USA Persuasion,NA,12;10 to 13;11,NA,TD,NA,NA,NA,NA,NA,NA,Persuasion,NA,8,7,9.96,11.33,NA,NA,NA,74,121,NA,NA,1.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,Min
NA,eng,SALT AU-USA Persuasion,NA,12;10 to 13;11,NA,TD,NA,NA,NA,NA,NA,NA,Persuasion,NA,58,58,27.06,29.33,NA,NA,NA,247,819,NA,NA,4.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,Max
NA,eng,SALT AU-USA Persuasion,NA,12;10 to 13;11,NA,TD,NA,NA,NA,NA,NA,NA,Persuasion,NA,11.75,11.15,4.04,4.48,NA,NA,NA,40.45,153.2,NA,NA,0.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,SD
NA,eng,SALT AU-USA Persuasion,NA,14;7 to 14;11,NA,TD,NA,NA,NA,NA,NA,NA,Persuasion,NA,19.5,19,15.18,16.8,NA,NA,NA,125.75,289.25,NA,NA,2.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,Mean
NA,eng,SALT AU-USA Persuasion,NA,14;7 to 14;11,NA,TD,NA,NA,NA,NA,NA,NA,Persuasion,NA,16,16,12.38,13.62,NA,NA,NA,113,223,NA,NA,2.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,Min
NA,eng,SALT AU-USA Persuasion,NA,14;7 to 14;11,NA,TD,NA,NA,NA,NA,NA,NA,Persuasion,NA,23,22,17.82,19.68,NA,NA,NA,146,392,NA,NA,3.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,Max
NA,eng,SALT AU-USA Persuasion,NA,14;7 to 14;11,NA,TD,NA,NA,NA,NA,NA,NA,Persuasion,NA,3.11,2.94,2.47,2.82,NA,NA,NA,14.24,72.7,NA,NA,0.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,SD
NA,eng,SALT AU-USA Persuasion,NA,15;0 to 15;10,NA,TD,NA,NA,NA,NA,NA,NA,Persuasion,NA,22.67,21.47,17.53,19.35,NA,NA,NA,140.8,354.27,NA,NA,3.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,Mean
NA,eng,SALT AU-USA Persuasion,NA,15;0 to 15;10,NA,TD,NA,NA,NA,NA,NA,NA,Persuasion,NA,11,11,9.54,10.68,NA,NA,NA,83,153,NA,NA,1.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,Min
NA,eng,SALT AU-USA Persuasion,NA,15;0 to 15;10,NA,TD,NA,NA,NA,NA,NA,NA,Persuasion,NA,38,37,26.81,29.44,NA,NA,NA,216,585,NA,NA,5.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,Max
NA,eng,SALT AU-USA Persuasion,NA,15;0 to 15;10,NA,TD,NA,NA,NA,NA,NA,NA,Persuasion,NA,9.07,9.33,4.69,5.16,NA,NA,NA,37.66,123.66,NA,NA,1.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,SD
NA,eng,SALT AU-USA Persuasion,NA,16;1 to 16;11,NA,TD,NA,NA,NA,NA,NA,NA,Persuasion,NA,22,20.33,16.93,18.72,NA,NA,NA,125.33,309.5,NA,NA,2.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,Mean
NA,eng,SALT AU-USA Persuasion,NA,16;1 to 16;11,NA,TD,NA,NA,NA,NA,NA,NA,Persuasion,NA,9,9,12.26,13.42,NA,NA,NA,94,188,NA,NA,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,Min
NA,eng,SALT AU-USA Persuasion,NA,16;1 to 16;11,NA,TD,NA,NA,NA,NA,NA,NA,Persuasion,NA,55,53,20.89,23.33,NA,NA,NA,210,650,NA,NA,3.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,Max
NA,eng,SALT AU-USA Persuasion,NA,16;1 to 16;11,NA,TD,NA,NA,NA,NA,NA,NA,Persuasion,NA,16.73,16.51,3.03,3.55,NA,NA,NA,44.27,176.88,NA,NA,0.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,SD
NA,eng,SALT AU-USA Persuasion,NA,17;3 to 17;10,NA,TD,NA,NA,NA,NA,NA,NA,Persuasion,NA,27.92,26.92,16.33,18.07,NA,NA,NA,151.08,421.75,NA,NA,2.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,Mean
NA,eng,SALT AU-USA Persuasion,NA,17;3 to 17;10,NA,TD,NA,NA,NA,NA,NA,NA,Persuasion,NA,8,8,10.2,11.26,NA,NA,NA,72,133,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,Min
