File_DB,Language,Corpus,Code,Age(Month),Sex,Group,Race,SES,Role,Education,Custom_field,Design,Activity,Group...7,Total_Utts,MLU_Utts,MLU_Words,MLU_Morphemes,MLU50_Utts,MLU50_Words,MLU50_Morphemes,FREQ_types,FREQ_tokens,NDW_100,VOCD_D_optimum_average,Verbs_Utt,Word_Errors,Utt_Errors,retracing,repetition,DSS_Utts,DSS,IPSyn_Utts,IPSyn_Total,mor_Words,*-PRESP,in,on,*-PL,*-POSS,u-cop,det:art,*-PAST,*-3S,irr-3S,u-aux,c-cop,c-aux,Total_non_zero_mors,participants,Stat
NA,eng,SALT AU-USA Persuasion,NA,17;3 to 17;10,NA,TD,NA,NA,NA,NA,NA,NA,Persuasion,NA,77,74,24.95,28.1,NA,NA,NA,308,1147,NA,NA,4.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,Max
NA,eng,SALT AU-USA Persuasion,NA,17;3 to 17;10,NA,TD,NA,NA,NA,NA,NA,NA,Persuasion,NA,18.41,17.77,4.23,4.85,NA,NA,NA,66.08,274.59,NA,NA,0.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,SD
NA,eng,SALT NZ-AU Conversation,NA,5;0 to 5;6,NA,TD,NA,NA,NA,NA,NA,NA,Conversation,NA,96.5,89.64,4.54,5.08,NA,NA,NA,157.5,410.86,NA,NA,0.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,Mean
NA,eng,SALT NZ-AU Conversation,NA,5;0 to 5;6,NA,TD,NA,NA,NA,NA,NA,NA,Conversation,NA,50,35,2.91,3.24,NA,NA,NA,72,128,NA,NA,0.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,Min
NA,eng,SALT NZ-AU Conversation,NA,5;0 to 5;6,NA,TD,NA,NA,NA,NA,NA,NA,Conversation,NA,160,154,6.27,6.87,NA,NA,NA,265,857,NA,NA,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,Max
NA,eng,SALT NZ-AU Conversation,NA,5;0 to 5;6,NA,TD,NA,NA,NA,NA,NA,NA,Conversation,NA,26.83,26.77,0.84,0.94,NA,NA,NA,39.36,149.94,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,SD
NA,eng,SALT NZ-AU Conversation,NA,5;6 to 6;0,NA,TD,NA,NA,NA,NA,NA,NA,Conversation,NA,90.31,83.62,4.97,5.52,NA,NA,NA,153,410.96,NA,NA,0.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,Mean
NA,eng,SALT NZ-AU Conversation,NA,5;6 to 6;0,NA,TD,NA,NA,NA,NA,NA,NA,Conversation,NA,47,43,3.23,3.57,NA,NA,NA,93,171,NA,NA,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,Min
NA,eng,SALT NZ-AU Conversation,NA,5;6 to 6;0,NA,TD,NA,NA,NA,NA,NA,NA,Conversation,NA,187,174,7.97,8.79,NA,NA,NA,300,1158,NA,NA,1.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,Max
NA,eng,SALT NZ-AU Conversation,NA,5;6 to 6;0,NA,TD,NA,NA,NA,NA,NA,NA,Conversation,NA,34.11,32.54,1.16,1.24,NA,NA,NA,43.11,183.16,NA,NA,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,SD
NA,eng,SALT NZ-AU Conversation,NA,6;0 to 6;6,NA,TD,NA,NA,NA,NA,NA,NA,Conversation,NA,94.98,88.63,5.32,5.93,NA,NA,NA,172.84,471.27,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,Mean
NA,eng,SALT NZ-AU Conversation,NA,6;0 to 6;6,NA,TD,NA,NA,NA,NA,NA,NA,Conversation,NA,44,43,3.33,3.69,NA,NA,NA,87,149,NA,NA,0.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,Min
NA,eng,SALT NZ-AU Conversation,NA,6;0 to 6;6,NA,TD,NA,NA,NA,NA,NA,NA,Conversation,NA,187,174,7.93,8.81,NA,NA,NA,300,1158,NA,NA,1.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,Max
NA,eng,SALT NZ-AU Conversation,NA,6;0 to 6;6,NA,TD,NA,NA,NA,NA,NA,NA,Conversation,NA,29.85,28.37,0.9,0.98,NA,NA,NA,41.26,170.66,NA,NA,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,SD
NA,eng,SALT NZ-AU Conversation,NA,6;6 to 7;0,NA,TD,NA,NA,NA,NA,NA,NA,Conversation,NA,95.12,88.22,5.22,5.8,NA,NA,NA,168.97,458.78,NA,NA,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,Mean
NA,eng,SALT NZ-AU Conversation,NA,6;6 to 7;0,NA,TD,NA,NA,NA,NA,NA,NA,Conversation,NA,44,42,3.8,4.12,NA,NA,NA,96,224,NA,NA,0.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,Min
NA,eng,SALT NZ-AU Conversation,NA,6;6 to 7;0,NA,TD,NA,NA,NA,NA,NA,NA,Conversation,NA,158,144,7.25,7.95,NA,NA,NA,260,942,NA,NA,1.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,Max
NA,eng,SALT NZ-AU Conversation,NA,6;6 to 7;0,NA,TD,NA,NA,NA,NA,NA,NA,Conversation,NA,27.01,25.65,0.91,0.97,NA,NA,NA,37.29,153.76,NA,NA,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,SD
NA,eng,SALT NZ-AU Conversation,NA,7;0 to 7;6,NA,TD,NA,NA,NA,NA,NA,NA,Conversation,NA,94.53,87.83,5.4,6.04,NA,NA,NA,179.49,471.54,NA,NA,1.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,Mean
NA,eng,SALT NZ-AU Conversation,NA,7;0 to 7;6,NA,TD,NA,NA,NA,NA,NA,NA,Conversation,NA,44,41,3.05,3.34,NA,NA,NA,80,133,NA,NA,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,Min
NA,eng,SALT NZ-AU Conversation,NA,7;0 to 7;6,NA,TD,NA,NA,NA,NA,NA,NA,Conversation,NA,164,160,8.62,9.53,NA,NA,NA,256,863,NA,NA,1.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,Max
NA,eng,SALT NZ-AU Conversation,NA,7;0 to 7;6,NA,TD,NA,NA,NA,NA,NA,NA,Conversation,NA,28.04,26.71,1.12,1.23,NA,NA,NA,40.57,160.86,NA,NA,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,SD
NA,eng,SALT NZ-AU Conversation,NA,7;6 to 8;0,NA,TD,NA,NA,NA,NA,NA,NA,Conversation,NA,78.7,72.97,5.86,6.51,NA,NA,NA,167.21,422.12,NA,NA,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,Mean
NA,eng,SALT NZ-AU Conversation,NA,7;6 to 8;0,NA,TD,NA,NA,NA,NA,NA,NA,Conversation,NA,50,46,3.33,3.77,NA,NA,NA,99,193,NA,NA,0.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,Min
NA,eng,SALT NZ-AU Conversation,NA,7;6 to 8;0,NA,TD,NA,NA,NA,NA,NA,NA,Conversation,NA,155,141,9.13,10.13,NA,NA,NA,245,772,NA,NA,1.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,Max
NA,eng,SALT NZ-AU Conversation,NA,7;6 to 8;0,NA,TD,NA,NA,NA,NA,NA,NA,Conversation,NA,23.4,21.56,1.31,1.44,NA,NA,NA,37.21,134.91,NA,NA,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,SD
NA,eng,SALT NZ-AU Conversation,NA,8;0 to 8;4,NA,TD,NA,NA,NA,NA,NA,NA,Conversation,NA,67.44,62.81,5.68,6.3,NA,NA,NA,150.56,356.38,NA,NA,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,Mean
NA,eng,SALT NZ-AU Conversation,NA,8;0 to 8;4,NA,TD,NA,NA,NA,NA,NA,NA,Conversation,NA,48,48,3.39,3.88,NA,NA,NA,100,193,NA,NA,0.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,Min
NA,eng,SALT NZ-AU Conversation,NA,8;0 to 8;4,NA,TD,NA,NA,NA,NA,NA,NA,Conversation,NA,85,84,9.13,10.13,NA,NA,NA,207,511,NA,NA,1.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,Max
NA,eng,SALT NZ-AU Conversation,NA,8;0 to 8;4,NA,TD,NA,NA,NA,NA,NA,NA,Conversation,NA,8.53,8.41,1.39,1.54,NA,NA,NA,31.85,95.56,NA,NA,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,SD
NA,eng,SALT NZ-AU Conversation,NA,4;5 to 5;0,NA,TD,NA,NA,NA,NA,NA,NA,Conversation,NA,99.45,92.79,4.05,4.53,NA,NA,NA,146.03,380.48,NA,NA,0.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,Mean
NA,eng,SALT NZ-AU Conversation,NA,4;5 to 5;0,NA,TD,NA,NA,NA,NA,NA,NA,Conversation,NA,51,46,2.57,2.92,NA,NA,NA,83,162,NA,NA,0.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,Min
NA,eng,SALT NZ-AU Conversation,NA,4;5 to 5;0,NA,TD,NA,NA,NA,NA,NA,NA,Conversation,NA,147,145,5.85,6.67,NA,NA,NA,217,807,NA,NA,1.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,Max
NA,eng,SALT NZ-AU Conversation,NA,4;5 to 5;0,NA,TD,NA,NA,NA,NA,NA,NA,Conversation,NA,27.43,26.27,0.84,0.92,NA,NA,NA,36.76,151.44,NA,NA,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,SD
NA,eng,SALT NZ-AU Expository,NA,6;1 to 6;6,NA,TD,NA,NA,NA,NA,NA,NA,Expository,NA,21.08,19.83,7.28,7.91,NA,NA,NA,67.42,145.67,NA,NA,1.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,Mean
NA,eng,SALT NZ-AU Expository,NA,6;1 to 6;6,NA,TD,NA,NA,NA,NA,NA,NA,Expository,NA,12,12,5.69,6.23,NA,NA,NA,47,74,NA,NA,0.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,Min
NA,eng,SALT NZ-AU Expository,NA,6;1 to 6;6,NA,TD,NA,NA,NA,NA,NA,NA,Expository,NA,41,38,8.69,9.32,NA,NA,NA,103,286,NA,NA,1.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,Max
NA,eng,SALT NZ-AU Expository,NA,6;1 to 6;6,NA,TD,NA,NA,NA,NA,NA,NA,Expository,NA,7.93,7.8,0.9,0.9,NA,NA,NA,17.93,62.75,NA,NA,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,SD
NA,eng,SALT NZ-AU Expository,NA,6;6 to 7;0,NA,TD,NA,NA,NA,NA,NA,NA,Expository,NA,23.76,21.88,7.9,8.39,NA,NA,NA,75.88,177.18,NA,NA,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,Mean
NA,eng,SALT NZ-AU Expository,NA,6;6 to 7;0,NA,TD,NA,NA,NA,NA,NA,NA,Expository,NA,9,3,3,3,NA,NA,NA,9,9,NA,NA,0.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,Min
NA,eng,SALT NZ-AU Expository,NA,6;6 to 7;0,NA,TD,NA,NA,NA,NA,NA,NA,Expository,NA,48,47,10.59,11.26,NA,NA,NA,115,393,NA,NA,2.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,Max
NA,eng,SALT NZ-AU Expository,NA,6;6 to 7;0,NA,TD,NA,NA,NA,NA,NA,NA,Expository,NA,11.56,11.39,2.12,2.32,NA,NA,NA,30.23,95.76,NA,NA,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,SD
NA,eng,SALT NZ-AU Expository,NA,7;0 to 7;6,NA,TD,NA,NA,NA,NA,NA,NA,Expository,NA,22.88,21.66,7.93,8.58,NA,NA,NA,78.41,179.59,NA,NA,1.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,Mean
NA,eng,SALT NZ-AU Expository,NA,7;0 to 7;6,NA,TD,NA,NA,NA,NA,NA,NA,Expository,NA,7,7,4.44,5.11,NA,NA,NA,27,37,NA,NA,0.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,Min
NA,eng,SALT NZ-AU Expository,NA,7;0 to 7;6,NA,TD,NA,NA,NA,NA,NA,NA,Expository,NA,60,56,14,14.97,NA,NA,NA,161,490,NA,NA,2.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,Max
NA,eng,SALT NZ-AU Expository,NA,7;0 to 7;6,NA,TD,NA,NA,NA,NA,NA,NA,Expository,NA,12.71,12.04,1.97,2.13,NA,NA,NA,36.39,118.25,NA,NA,0.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,SD
NA,eng,SALT NZ-AU Expository,NA,7;6 to 8;0,NA,TD,NA,NA,NA,NA,NA,NA,Expository,NA,25.9,24.83,8.24,9.04,NA,NA,NA,85.26,209.26,NA,NA,1.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,Mean
NA,eng,SALT NZ-AU Expository,NA,7;6 to 8;0,NA,TD,NA,NA,NA,NA,NA,NA,Expository,NA,7,7,4.93,5.27,NA,NA,NA,30,37,NA,NA,0.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,Min
NA,eng,SALT NZ-AU Expository,NA,7;6 to 8;0,NA,TD,NA,NA,NA,NA,NA,NA,Expository,NA,60,56,12.33,13.62,NA,NA,NA,163,461,NA,NA,2.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,Max
NA,eng,SALT NZ-AU Expository,NA,7;6 to 8;0,NA,TD,NA,NA,NA,NA,NA,NA,Expository,NA,13.46,12.94,1.86,2.06,NA,NA,NA,34.19,117.28,NA,NA,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,SD
NA,eng,SALT NZ-AU Expository,NA,8;0 to 8;4,NA,TD,NA,NA,NA,NA,NA,NA,Expository,NA,35.72,34.17,8.1,8.82,NA,NA,NA,105.22,274.17,NA,NA,1.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Mean
NA,eng,SALT NZ-AU Expository,NA,8;0 to 8;4,NA,TD,NA,NA,NA,NA,NA,NA,Expository,NA,13,9,5.44,6.17,NA,NA,NA,47,86,NA,NA,1.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Min
NA,eng,SALT NZ-AU Expository,NA,8;0 to 8;4,NA,TD,NA,NA,NA,NA,NA,NA,Expository,NA,75,72,10.19,11.08,NA,NA,NA,163,579,NA,NA,2.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Max
NA,eng,SALT NZ-AU Expository,NA,8;0 to 8;4,NA,TD,NA,NA,NA,NA,NA,NA,Expository,NA,17.63,17.05,1.31,1.4,NA,NA,NA,37.59,137.43,NA,NA,0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,SD
NA,eng,SALT NZ-AU Personal Narrative,NA,4;5 to 5;0,NA,TD,NA,NA,NA,NA,NA,NA,Personal narrative,NA,59.23,55.03,4.66,5.06,NA,NA,NA,105.77,259.73,NA,NA,0.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,Mean
NA,eng,SALT NZ-AU Personal Narrative,NA,4;5 to 5;0,NA,TD,NA,NA,NA,NA,NA,NA,Personal narrative,NA,9,7,2.77,3.02,NA,NA,NA,19,26,NA,NA,0.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,Min
NA,eng,SALT NZ-AU Personal Narrative,NA,4;5 to 5;0,NA,TD,NA,NA,NA,NA,NA,NA,Personal narrative,NA,124,114,6.58,7.2,NA,NA,NA,170,495,NA,NA,1.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,Max
NA,eng,SALT NZ-AU Personal Narrative,NA,4;5 to 5;0,NA,TD,NA,NA,NA,NA,NA,NA,Personal narrative,NA,28.95,26.37,0.92,1,NA,NA,NA,39.89,127.79,NA,NA,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,SD
NA,eng,SALT NZ-AU Personal Narrative,NA,5;0 to 5;6,NA,TD,NA,NA,NA,NA,NA,NA,Personal narrative,NA,70.13,65.06,4.86,5.31,NA,NA,NA,122.57,322.34,NA,NA,0.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,Mean
NA,eng,SALT NZ-AU Personal Narrative,NA,5;0 to 5;6,NA,TD,NA,NA,NA,NA,NA,NA,Personal narrative,NA,15,12,1.42,1.5,NA,NA,NA,14,17,NA,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,Min
NA,eng,SALT NZ-AU Personal Narrative,NA,5;0 to 5;6,NA,TD,NA,NA,NA,NA,NA,NA,Personal narrative,NA,142,132,7.74,7.99,NA,NA,NA,214,615,NA,NA,1.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,Max
NA,eng,SALT NZ-AU Personal Narrative,NA,5;0 to 5;6,NA,TD,NA,NA,NA,NA,NA,NA,Personal narrative,NA,29.84,28.98,0.98,1.05,NA,NA,NA,42.98,154.61,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,SD
NA,eng,SALT NZ-AU Personal Narrative,NA,5;6 to 6;0,NA,TD,NA,NA,NA,NA,NA,NA,Personal narrative,NA,85.27,77.57,5.34,5.82,NA,NA,NA,150.34,414.27,NA,NA,1.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,Mean
NA,eng,SALT NZ-AU Personal Narrative,NA,5;6 to 6;0,NA,TD,NA,NA,NA,NA,NA,NA,Personal narrative,NA,31,22,3.18,3.64,NA,NA,NA,62,105,NA,NA,0.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,Min
NA,eng,SALT NZ-AU Personal Narrative,NA,5;6 to 6;0,NA,TD,NA,NA,NA,NA,NA,NA,Personal narrative,NA,216,192,7.35,7.96,NA,NA,NA,279,961,NA,NA,1.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,Max
NA,eng,SALT NZ-AU Personal Narrative,NA,5;6 to 6;0,NA,TD,NA,NA,NA,NA,NA,NA,Personal narrative,NA,38.79,36.04,1.05,1.11,NA,NA,NA,52.28,202.03,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,SD
NA,eng,SALT NZ-AU Personal Narrative,NA,6;0 to 6;6,NA,TD,NA,NA,NA,NA,NA,NA,Personal narrative,NA,90.31,84.67,5.77,6.26,NA,NA,NA,172.49,490.54,NA,NA,1.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,Mean
NA,eng,SALT NZ-AU Personal Narrative,NA,6;0 to 6;6,NA,TD,NA,NA,NA,NA,NA,NA,Personal narrative,NA,5,5,3.4,3.6,NA,NA,NA,14,17,NA,NA,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,Min
NA,eng,SALT NZ-AU Personal Narrative,NA,6;0 to 6;6,NA,TD,NA,NA,NA,NA,NA,NA,Personal narrative,NA,227,219,8.81,9.47,NA,NA,NA,344,1328,NA,NA,1.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,Max
NA,eng,SALT NZ-AU Personal Narrative,NA,6;0 to 6;6,NA,TD,NA,NA,NA,NA,NA,NA,Personal narrative,NA,31.86,30.42,1.03,1.1,NA,NA,NA,48.4,195,NA,NA,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,SD
NA,eng,SALT NZ-AU Personal Narrative,NA,6;6 to 7;0,NA,TD,NA,NA,NA,NA,NA,NA,Personal narrative,NA,91.05,85.05,5.74,6.21,NA,NA,NA,171.86,488.37,NA,NA,1.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,Mean
NA,eng,SALT NZ-AU Personal Narrative,NA,6;6 to 7;0,NA,TD,NA,NA,NA,NA,NA,NA,Personal narrative,NA,43,28,3.67,3.95,NA,NA,NA,86,174,NA,NA,0.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,Min
NA,eng,SALT NZ-AU Personal Narrative,NA,6;6 to 7;0,NA,TD,NA,NA,NA,NA,NA,NA,Personal narrative,NA,168,164,7.67,8.22,NA,NA,NA,272,994,NA,NA,1.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,Max
NA,eng,SALT NZ-AU Personal Narrative,NA,6;6 to 7;0,NA,TD,NA,NA,NA,NA,NA,NA,Personal narrative,NA,26.3,25.46,0.87,0.91,NA,NA,NA,38.02,162.24,NA,NA,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,SD
NA,eng,SALT NZ-AU Personal Narrative,NA,7;0 to 7;6,NA,TD,NA,NA,NA,NA,NA,NA,Personal narrative,NA,95.14,89.35,5.97,6.47,NA,NA,NA,188.39,531.22,NA,NA,1.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,Mean
NA,eng,SALT NZ-AU Personal Narrative,NA,7;0 to 7;6,NA,TD,NA,NA,NA,NA,NA,NA,Personal narrative,NA,32,28,3.61,3.91,NA,NA,NA,64,148,NA,NA,0.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,Min
